fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
DerekDLP/arxivpaper-daily,Python,0,2025-09-24 12:29:20,2026-09-21 08:00:47,https://github.com/DerekDLP/arxivpaper-daily,,
venkatsubash2003/Jobs4Me_Live,Python,0,2026-06-20 10:50:00,2026-09-21 07:43:19,https://github.com/venkatsubash2003/Jobs4Me_Live,,
mvanhorn/printing-press-library,Go,2031,2026-03-28 08:11:49,2026-09-21 07:35:11,https://github.com/mvanhorn/printing-press-library,"Official library of CLIs generated by the CLI Printing Press. Endorsed, tested, and community-contributed.",由 CLI Printing Press 生成的 CLI 官方库。经过认可、测试并由社区贡献。
ryancahildebrandt/awesome_slop,Go Template,0,2025-07-25 08:34:28,2026-09-21 06:52:16,https://github.com/ryancahildebrandt/awesome_slop,LLM reading list,法学硕士阅读清单
moritztng/tt-bio,Python,121,2025-03-24 05:08:48,2026-09-21 07:58:35,https://github.com/moritztng/tt-bio,"Run protein structure prediction, binder design, and embeddings on Tenstorrent hardware — Boltz-2, ESMFold2, Protenix-v2, OpenFold3, OpenDDE, BoltzGen, RFdiffusion3, ESMC, SaProt.",在 Tenstorrent 硬件（Boltz-2、ESMFold2、Protenix-v2、OpenFold3、OpenDDE、BoltzGen、RFdiffusion3、ESMC、SaProt）上运行蛋白质结构预测、结合剂设计和嵌入。
enhansome/enhansome-neural-trees,,0,2026-08-12 17:56:34,2026-09-21 05:49:16,https://github.com/enhansome/enhansome-neural-trees,,
simoRancati/Algorithms-and-Data-Structures-for-Medical-Informatics,,0,2026-09-15 03:59:13,2026-09-21 04:52:55,https://github.com/simoRancati/Algorithms-and-Data-Structures-for-Medical-Informatics,This repository contains the slides from the course taught by Prof. Simone Rancati for the ITS “Gilio Natta” at San Raffaele Hospital. ,该存储库包含 Simone Rancati 教授为圣拉斐尔医院 ITS“Gilio Natta”教授的课程的幻灯片。
public-apis/public-apis,Python,481894,2016-03-21 07:49:42,2026-09-21 04:48:35,https://github.com/public-apis/public-apis,A collective list of free APIs,免费 API 集合列表
NY1024/AgentSafety-Papers,Python,10,2026-07-02 18:29:32,2026-09-21 04:10:39,https://github.com/NY1024/AgentSafety-Papers,Daily Tracking of LLM Agent Security Papers on arXiv,arXiv 上 LLM 代理安全论文的每日跟踪
YouMind-OpenLab/awesome-nano-banana-pro-prompts,TypeScript,13456,2025-11-23 15:17:48,2026-09-21 04:05:28,https://github.com/YouMind-OpenLab/awesome-nano-banana-pro-prompts,"🍌 World's largest Nano Banana Pro prompt library — 10,000+ curated prompts with preview images, 16 languages. Google Gemini AI image generation. Free & open source.","🍌 世界上最大的 Nano Banana Pro 提示库 — 10,000 多个带有预览图像的精选提示，16 种语言。谷歌 Gemini AI 图像生成。免费且开源。"
Devanik21/Devanik21,Python,11,2024-03-16 15:07:09,2026-09-21 03:55:24,https://github.com/Devanik21/Devanik21,"Transforming data into intelligence, algorithms into consciousness  This README is a living document. Like biological organisms, it evolves, adapts, and grows with each iteration.",将数据转化为智能，将算法转化为意识 本自述文件是一份动态文档。就像生物有机体一样，它随着每次迭代而进化、适应和成长。
kaikatsumata/awesome-ai-survey-papers,Python,1,2026-06-05 20:44:14,2026-09-21 03:53:25,https://github.com/kaikatsumata/awesome-ai-survey-papers,Awesome curated list of AI survey papers across top venues — 955 verified surveys with citations & companion repos,顶级场所的人工智能调查论文精选列表 - 955 份经过验证的调查，附有引文和配套存储库
sokrypton/py2Dmol,Jupyter Notebook,103,2025-10-29 06:13:02,2026-09-21 03:43:20,https://github.com/sokrypton/py2Dmol,,
enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,0,2026-08-12 15:01:45,2026-09-21 03:27:28,https://github.com/enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,
enhansome/enhansome-conformal-prediction,,0,2026-08-12 14:47:49,2026-09-21 03:26:42,https://github.com/enhansome/enhansome-conformal-prediction,,
enhansome/enhansome-deep-phenomena,,0,2026-08-12 16:08:00,2026-09-21 03:03:39,https://github.com/enhansome/enhansome-deep-phenomena,,
zezhishao/DailyArXiv,Python,451,2024-03-15 22:45:16,2026-09-21 02:59:52,https://github.com/zezhishao/DailyArXiv,Daily ArXiv Papers.,每日 ArXiv 论文。
zeaoji/MyDailyArXiv,Python,2,2026-03-23 09:55:39,2026-09-21 02:55:22,https://github.com/zeaoji/MyDailyArXiv,,
zachysun/DailyArXiv,Python,7,2024-05-26 21:37:57,2026-09-21 02:42:04,https://github.com/zachysun/DailyArXiv,Get arXiv papers everyday (Add Cool Paper for AI summary),每天获取 arXiv 论文（为 AI 摘要添加 Cool Paper）
monzia-moodie-repo-projects/genomic-variant-classifier,Python,1,2026-02-06 16:46:37,2026-09-21 02:23:15,https://github.com/monzia-moodie-repo-projects/genomic-variant-classifier,An ensemble machine learning system for genomic pathogenic variant classification.,用于基因组致病变异分类的集成机器学习系统。
enhansome/enhansome-Awesome-Diffusion-Models,,0,2026-08-12 12:46:41,2026-09-21 02:17:09,https://github.com/enhansome/enhansome-Awesome-Diffusion-Models,,
Tasty-Ramen2010/hybridock-pep,Python,6,2026-05-18 23:05:07,2026-09-21 01:40:49,https://github.com/Tasty-Ramen2010/hybridock-pep,Hybrid peptide docking: RAPiDock diffusion sampling + physics-based rescoring (iGEM 2026),混合肽对接：RAPiDock 扩散采样 + 基于物理的重新评分 (iGEM 2026)
enhansome/enhansome-top-pharma50,,0,2026-08-12 18:06:36,2026-09-21 01:33:30,https://github.com/enhansome/enhansome-top-pharma50,,
enhansome/enhansome-Awesome-Diffusion-Models-in-Medical-Imaging,,0,2026-08-12 14:06:18,2026-09-21 01:27:54,https://github.com/enhansome/enhansome-Awesome-Diffusion-Models-in-Medical-Imaging,,
