fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
imteekay/machine-learning-research,Jupyter Notebook,456,2017-12-31 05:32:23,2026-09-14 04:58:47,https://github.com/imteekay/machine-learning-research,✨ AI/ML Research,✨ 人工智能/机器学习研究
tamimystic/chokkhu,Python,1,2025-12-24 03:47:48,2026-09-14 03:52:25,https://github.com/tamimystic/chokkhu,,
enhansome/enhansome-conformal-prediction,,0,2026-08-12 14:47:49,2026-09-14 03:27:06,https://github.com/enhansome/enhansome-conformal-prediction,,
enhansome/enhansome-Apache-Kafka-Guide,,0,2026-08-12 18:12:41,2026-09-14 02:19:22,https://github.com/enhansome/enhansome-Apache-Kafka-Guide,,
MaybeBio/Daily-ArXiv-AI4Bio,Python,0,2026-09-01 10:21:00,2026-09-14 01:23:19,https://github.com/MaybeBio/Daily-ArXiv-AI4Bio,,
enhansome/enhansome-bio-agent-skills,,0,2026-08-12 17:21:21,2026-09-14 00:48:55,https://github.com/enhansome/enhansome-bio-agent-skills,,
InsomaniacElf/sg-tamil-tts-resources-,,1,2026-05-26 11:12:53,2026-09-14 00:39:08,https://github.com/InsomaniacElf/sg-tamil-tts-resources-,"A curated, searchable list of datasets, models, research papers, and tools for building Text‑to‑Speech systems for Singapore Tamil and related low‑resource varieties.",用于为新加坡泰米尔语和相关低资源品种构建文本转语音系统的数据集、模型、研究论文和工具的精选、可搜索列表。
K-Dense-AI/scientific-agent-skills,Python,44747,2025-10-20 04:54:15,2026-09-14 00:27:15,https://github.com/K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide. 165 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.","将任何人工智能代理变成人工智能科学家。排名第一的科学代理技能库，全球有 190,000 多名科学家使用。 165 种经过验证的现成技能以及 100 多个涵盖生物学、化学、医学和药物发现的科学数据库。与 Cursor、Claude Code、Codex、Pi、Antigravity 和开放代理技能标准兼容。"
enhansome/enhansome-Awesome-FL,,0,2026-08-12 14:10:23,2026-09-13 22:55:17,https://github.com/enhansome/enhansome-Awesome-FL,,
enhansome/enhansome-drug-discovery,,0,2026-08-12 17:22:17,2026-09-13 21:27:51,https://github.com/enhansome/enhansome-drug-discovery,,
enhansome/enhansome-Parallel-Computing-Guide,,0,2026-08-12 18:15:16,2026-09-13 20:51:36,https://github.com/enhansome/enhansome-Parallel-Computing-Guide,,
enhansome/enhansome-computational-biology,,0,2026-08-12 17:15:25,2026-09-13 20:43:39,https://github.com/enhansome/enhansome-computational-biology,,
enhansome/enhansome-Awesome-VAEs,,0,2026-08-12 15:14:59,2026-09-13 20:41:48,https://github.com/enhansome/enhansome-Awesome-VAEs,,
bitzhangcy/Neural-PDE-Solver,,1122,2022-11-04 22:39:53,2026-09-13 19:15:33,https://github.com/bitzhangcy/Neural-PDE-Solver,,
enhansome/enhansome-biology,,0,2026-08-12 16:01:24,2026-09-13 18:10:30,https://github.com/enhansome/enhansome-biology,,
AIML-SIG/awesome-ai-ml-pharmacometrics,Jupyter Notebook,10,2026-01-10 16:48:10,2026-09-13 18:02:42,https://github.com/AIML-SIG/awesome-ai-ml-pharmacometrics,,
yoonalimsuwan/REAL-FOLD-ONE,Python,1,2026-05-17 13:11:30,2026-09-13 16:20:34,https://github.com/yoonalimsuwan/REAL-FOLD-ONE,"SUPPORT FOR PROTEIN (Multimer) , DNA , DNA Origami , RNA  , LIGANDS AND HTS (and their complexes) / All Elements (Inorganic materials) , (Alloys) , (Crystals) / Full-atom With Langevin MD , CH 3D With ThinFilm 3D , PFC 3D  : 6th-Order & Higher Operators / to EDA , QEDA Application Together STANDARD ONE for Qubit Architectures",支持蛋白质（多聚体）、DNA、DNA Origami、RNA、配体和 HTS（及其复合物）/所有元素（无机材料）、（合金）、（晶体）/全原子 与 Langevin MD 、CH 3D 与 ThinFilm 3D 、PFC 3D ：六阶及更高运算符/一起用于 EDA 、QEDA 应用量子位架构的标准一
ai4s-research/awesome-ai-for-science,,1955,2025-10-04 17:32:39,2026-09-13 15:51:48,https://github.com/ai4s-research/awesome-ai-for-science,"A curated list of awesome AI tools, libraries, papers, datasets, and frameworks that accelerate scientific discovery — from physics and chemistry to biology, materials, and beyond.",精选的人工智能工具、库、论文、数据集和框架列表，可加速科学发现——从物理和化学到生物学、材料等。
enhansome/enhansome-single-cell,,0,2026-08-12 13:24:16,2026-09-13 14:49:00,https://github.com/enhansome/enhansome-single-cell,,
exopoiesis/arxiv-radar-electrochemistry,Python,1,2026-05-07 01:46:31,2026-09-13 14:08:17,https://github.com/exopoiesis/arxiv-radar-electrochemistry,"Daily-curated electrochemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views. ",来自 arXiv 的每日精选电化学相关论文，包含摘要、规范标签和生成的页面视图。
