fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
schatzlab/appliedgenomics2026,,7,2026-08-26 10:22:08,2026-09-21 07:33:04,https://github.com/schatzlab/appliedgenomics2026,Materials for EN.601.449/649 Computational Genomics: Applied Comparative Genomics,EN.601.449/649 计算基因组学材料：应用比较基因组学
imteekay/machine-learning-research,Jupyter Notebook,456,2017-12-31 05:32:23,2026-09-21 07:27:38,https://github.com/imteekay/machine-learning-research,✨ AI/ML Research,✨ 人工智能/机器学习研究
mohammedamy/EGBaccalaureate,TypeScript,0,2026-09-08 15:49:40,2026-09-21 03:59:25,https://github.com/mohammedamy/EGBaccalaureate,,
enhansome/enhansome-conformal-prediction,,0,2026-08-12 14:47:49,2026-09-21 03:26:42,https://github.com/enhansome/enhansome-conformal-prediction,,
enhansome/enhansome-Apache-Kafka-Guide,,0,2026-08-12 18:12:41,2026-09-21 02:17:02,https://github.com/enhansome/enhansome-Apache-Kafka-Guide,,
MaybeBio/Daily-ArXiv-AI4Bio,Python,0,2026-09-01 10:21:00,2026-09-21 01:01:15,https://github.com/MaybeBio/Daily-ArXiv-AI4Bio,,
enhansome/enhansome-bio-agent-skills,,0,2026-08-12 17:21:21,2026-09-21 00:40:43,https://github.com/enhansome/enhansome-bio-agent-skills,,
InsomaniacElf/sg-tamil-tts-resources-,,1,2026-05-26 11:12:53,2026-09-20 23:56:12,https://github.com/InsomaniacElf/sg-tamil-tts-resources-,"A curated, searchable list of datasets, models, research papers, and tools for building Text‑to‑Speech systems for Singapore Tamil and related low‑resource varieties.",用于为新加坡泰米尔语和相关低资源品种构建文本转语音系统的数据集、模型、研究论文和工具的精选、可搜索列表。
rchain-community/quantum-logical-framework,Lean,11,2026-03-25 01:16:28,2026-09-20 23:29:00,https://github.com/rchain-community/quantum-logical-framework,quantum genesis constructive possibilist quantum logical synthesis,量子发生 建设性可能论 量子逻辑综合
enhansome/enhansome-Awesome-FL,,0,2026-08-12 14:10:23,2026-09-20 22:42:12,https://github.com/enhansome/enhansome-Awesome-FL,,
enhansome/enhansome-drug-discovery,,0,2026-08-12 17:22:17,2026-09-20 21:12:47,https://github.com/enhansome/enhansome-drug-discovery,,
enhansome/enhansome-Parallel-Computing-Guide,,0,2026-08-12 18:15:16,2026-09-20 20:38:26,https://github.com/enhansome/enhansome-Parallel-Computing-Guide,,
enhansome/enhansome-computational-biology,,0,2026-08-12 17:15:25,2026-09-20 20:21:48,https://github.com/enhansome/enhansome-computational-biology,,
enhansome/enhansome-Awesome-VAEs,,0,2026-08-12 15:14:59,2026-09-20 20:15:52,https://github.com/enhansome/enhansome-Awesome-VAEs,,
AIML-SIG/awesome-ai-ml-pharmacometrics,Jupyter Notebook,10,2026-01-10 16:48:10,2026-09-20 18:02:23,https://github.com/AIML-SIG/awesome-ai-ml-pharmacometrics,,
enhansome/enhansome-biology,,0,2026-08-12 16:01:24,2026-09-20 17:44:49,https://github.com/enhansome/enhansome-biology,,
enhansome/enhansome-structural-bioinformatics,,0,2026-08-12 18:01:52,2026-09-20 17:13:34,https://github.com/enhansome/enhansome-structural-bioinformatics,,
ai4s-research/awesome-ai-for-science,,1983,2025-10-04 17:32:39,2026-09-20 16:59:27,https://github.com/ai4s-research/awesome-ai-for-science,"A curated list of awesome AI tools, libraries, papers, datasets, and frameworks that accelerate scientific discovery — from physics and chemistry to biology, materials, and beyond.",精选的人工智能工具、库、论文、数据集和框架列表，可加速科学发现——从物理和化学到生物学、材料等。
enhansome/enhansome-single-cell,,0,2026-08-12 13:24:16,2026-09-20 15:07:06,https://github.com/enhansome/enhansome-single-cell,,
pstAmbition/DailyArXiv_Multimodal,Python,19,2025-05-15 12:54:26,2026-09-20 13:52:20,https://github.com/pstAmbition/DailyArXiv_Multimodal,Daily ArXiv Papers.,每日 ArXiv 论文。
exopoiesis/arxiv-radar-electrochemistry,Python,1,2026-05-07 01:46:31,2026-09-20 13:50:45,https://github.com/exopoiesis/arxiv-radar-electrochemistry,"Daily-curated electrochemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views. ",来自 arXiv 的每日精选电化学相关论文，包含摘要、规范标签和生成的页面视图。
enhansome/enhansome-network-analysis,,0,2026-08-12 13:21:25,2026-09-20 13:18:39,https://github.com/enhansome/enhansome-network-analysis,,
saforem2/awesome-stars,,24,2021-08-08 22:32:16,2026-09-20 13:16:35,https://github.com/saforem2/awesome-stars,A curated list of my GitHub stars!,我的 GitHub 明星精选列表！
Infrasity-Labs/awesome-developer-conferences,Python,126,2026-06-18 18:06:56,2026-09-20 12:57:44,https://github.com/Infrasity-Labs/awesome-developer-conferences,"A daily updated directory of developer, DevRel, cloud native, and platform engineering conferences taking place all over the world, separated by regions. It is an open source repository covering B2B SaaS, DevOps, and API events with dates, formats, and registration links.",每日更新的开发者、DevRel、云原生和平台工程会议目录，这些会议在世界各地按地区举行。它是一个开源存储库，涵盖 B2B SaaS、DevOps 和 API 事件，并包含日期、格式和注册链接。
enhansome/enhansome-ai-for-science,,0,2026-08-12 14:18:48,2026-09-20 12:43:33,https://github.com/enhansome/enhansome-ai-for-science,,
exopoiesis/arxiv-radar-chemistry,Python,1,2026-05-03 22:55:49,2026-09-20 11:50:30,https://github.com/exopoiesis/arxiv-radar-chemistry,"Daily-curated chemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选化学相关论文，包含摘要、规范标签和生成的页面视图。
AI-in-Transportation-Lab/awesome-mechanistic-interpretability,JavaScript,155,2025-06-12 01:06:59,2026-09-20 10:57:40,https://github.com/AI-in-Transportation-Lab/awesome-mechanistic-interpretability,"A carefully curated collection of high-quality libraries, projects, tutorials, research papers, and other essential resources focused on Mechanistic Interpretability, a growing subfield in machine learning interpretability research that aims to reverse-engineer neural networks into understandable computational components.",精心策划的高质量库、项目、教程、研究论文和其他重要资源的集合，重点关注机械可解释性，这是机器学习可解释性研究中不断发展的子领域，旨在将神经网络逆向工程为可理解的计算组件。
exopoiesis/arxiv-radar-polymer,Python,0,2026-05-04 03:29:07,2026-09-20 10:39:20,https://github.com/exopoiesis/arxiv-radar-polymer,"Daily-curated polymer-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选聚合物相关论文，包含摘要、规范标签和生成的页面视图。
iszhanjiawei/flow_matching_arxiv_daily,Python,106,2025-07-08 18:20:28,2026-09-20 10:32:11,https://github.com/iszhanjiawei/flow_matching_arxiv_daily,,
JuneYaooo/awesome-medical-ai,,23,2026-03-22 21:10:23,2026-09-20 10:31:39,https://github.com/JuneYaooo/awesome-medical-ai,"A curated list of open-source medical and healthcare AI projects - LLMs, imaging, multi-agent systems, clinical software",开源医疗和保健人工智能项目精选列表 - 法学硕士、成像、多代理系统、临床软件
Sperax/x402-stablecoin,TypeScript,12,2026-01-22 17:00:19,2026-09-20 10:14:11,https://github.com/Sperax/x402-stablecoin,"x402 payment protocol enabling AI agents to autonomously pay for APIs on Arbitrum. Features Sperax USDs stablecoin with auto-yield, payment channels for streaming micropayments, on-chain subscriptions, and a tool registry marketplace. Includes TypeScript SDK, Express middleware, and upgradeable smart contracts.",x402 支付协议使 AI 代理能够在 Arbitrum 上自主支付 API 费用。具有 Sperax USDs 稳定币，具有自动收益、流式小额支付的支付渠道、链上订阅和工具注册表市场。包括 TypeScript SDK、Express 中间件和可升级的智能合约。
Sperax/AI-Plugin-Marketplace-SDK,TypeScript,1,2026-03-04 19:05:45,2026-09-20 10:14:05,https://github.com/Sperax/AI-Plugin-Marketplace-SDK,"AI plugin marketplace. SDK, gateway & developer tools for building function-calling plugins. OpenAPI compatible, multi-language support, Vercel edge deployment. Build chat plugins, AI tools & extensions. Primary use in cryptocurrency, DeFI, crypto trading, and blockchain analytics.",AI插件市场。用于构建函数调用插件的 SDK、网关和开发人员工具。 OpenAPI 兼容、多语言支持、Vercel 边缘部署。构建聊天插件、人工智能工具和扩展。主要用于加密货币、去中心化金融 (DeFI)、加密货币交易和区块链分析。
Sperax/DeFi-Agents-API,TypeScript,1,2026-03-04 18:54:36,2026-09-20 10:13:58,https://github.com/Sperax/DeFi-Agents-API,"DeFi agent definitions JSON API + MCP - Production-ready agents for Web3, crypto trading, portfolio management, and blockchain automation. MCP compatible.",DeFi 代理定义 JSON API + MCP - 适用于 Web3、加密货币交易、投资组合管理和区块链自动化的生产就绪代理。兼容 MCP。
