fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
maryamjbr/protein-structure-analysis,,0,2026-09-21 07:37:30,2026-09-21 07:49:42,https://github.com/maryamjbr/protein-structure-analysis,,
ryancahildebrandt/awesome_slop,Go Template,0,2025-07-25 08:34:28,2026-09-21 06:52:16,https://github.com/ryancahildebrandt/awesome_slop,LLM reading list,法学硕士阅读清单
im-va-3/jax-md-main,Jupyter Notebook,0,2026-08-25 03:18:48,2026-09-21 04:11:53,https://github.com/im-va-3/jax-md-main,Public consolidated snapshot of jax-md-main (differentiable-molecular-dynamics) from 07-molecular-materials-and-condensed-matter.,来自 07-分子材料和凝聚态物质的 jax-md-main（可微分分子动力学）的公共综合快照。
NY1024/AgentSafety-Papers,Python,10,2026-07-02 18:29:32,2026-09-21 04:10:39,https://github.com/NY1024/AgentSafety-Papers,Daily Tracking of LLM Agent Security Papers on arXiv,arXiv 上 LLM 代理安全论文的每日跟踪
arnob-gestalt/placeholder,Kotlin,1,2026-09-19 16:42:27,2026-09-21 06:04:40,https://github.com/arnob-gestalt/placeholder,,
zeaoji/MyDailyArXiv,Python,2,2026-03-23 09:55:39,2026-09-21 02:55:22,https://github.com/zeaoji/MyDailyArXiv,,
zachysun/DailyArXiv,Python,7,2024-05-26 21:37:57,2026-09-21 02:42:04,https://github.com/zachysun/DailyArXiv,Get arXiv papers everyday (Add Cool Paper for AI summary),每天获取 arXiv 论文（为 AI 摘要添加 Cool Paper）
manthanpatil-7/DisorderForge-PDB,Python,0,2026-07-01 04:50:23,2026-09-21 02:17:48,https://github.com/manthanpatil-7/DisorderForge-PDB,Description,描述
stjude-biohackathon/KIDS26-Team13,HTML,2,2026-08-11 21:38:00,2026-09-21 02:11:38,https://github.com/stjude-biohackathon/KIDS26-Team13,,
MaybeBio/Daily-ArXiv-AI4Bio,Python,0,2026-09-01 10:21:00,2026-09-21 01:01:15,https://github.com/MaybeBio/Daily-ArXiv-AI4Bio,,
api-evangelist/topos-bio,,0,2026-08-02 13:34:45,2026-09-21 00:49:05,https://github.com/api-evangelist/topos-bio,"Topos Bio — independent third-party profile of a public API surface, by API Evangelist. Topos Bio is an AI-native drug discovery company building all-atom foundation models for intrinsically disordered proteins (IDPs) — dynamic, flexible proteins implicated in diseases such as Alzheimer's and prostate cancer.",Topos Bio — 公共 API 界面的独立第三方配置文件，由 API Evangelist 提供。 Topos Bio 是一家人工智能原生药物发现公司，为本质无序蛋白质 (IDP) 构建全原子基础模型，这些蛋白质是与阿尔茨海默病和前列腺癌等疾病有关的动态、灵活的蛋白质。
api-evangelist/peptone,,0,2026-08-01 10:27:11,2026-09-21 00:25:30,https://github.com/api-evangelist/peptone,"Peptone — independent third-party profile of a public API surface, by API Evangelist. Peptone is a computational drug-discovery biotech building a Product Engine that targets intrinsically disordered proteins (IDPs). It couples experimental measurement of disordered proteins in solution with enhanced-sampling simulation and generative machine-learn",Peptone — 公共 API 界面的独立第三方配置文件，由 API Evangelist 提供。 Peptone 是一种计算药物发现生物技术，构建了一个针对本质无序蛋白质 (IDP) 的产品引擎。它将溶液中无序蛋白质的实验测量与增强采样模拟和生成机器学习结合起来
InsomaniacElf/sg-tamil-tts-resources-,,1,2026-05-26 11:12:53,2026-09-20 23:56:12,https://github.com/InsomaniacElf/sg-tamil-tts-resources-,"A curated, searchable list of datasets, models, research papers, and tools for building Text‑to‑Speech systems for Singapore Tamil and related low‑resource varieties.",用于为新加坡泰米尔语和相关低资源品种构建文本转语音系统的数据集、模型、研究论文和工具的精选、可搜索列表。
yqhuang722/DailyArxiv,Python,8,2025-01-23 11:16:18,2026-09-20 23:38:11,https://github.com/yqhuang722/DailyArxiv,"A bot that automatically fetches the latest articles from Arxiv, helping users stay updated with new research papers based on customizable keywords or categories. Ideal for researchers and academics tracking cutting-edge developments.",一个自动从 Arxiv 获取最新文章的机器人，帮助用户根据可自定义的关键字或类别随时了解新的研究论文。非常适合跟踪前沿发展的研究人员和学者。
MaybeBio/pyPaperFlow,Python,8,2026-01-12 23:52:18,2026-09-20 23:26:54,https://github.com/MaybeBio/pyPaperFlow,"An automated literature processing platform for scientific researchers, focusing on Biomedical and Computer fields. See https://pypi.org/project/pyPaperFlow/",面向科研人员的自动化文献处理平台，专注于生物医学和计算机领域。请参阅 https://pypi.org/project/pyPaperFlow/
premkumart24/REALM-IDP,Python,0,2026-09-20 22:45:19,2026-09-20 22:55:05,https://github.com/premkumart24/REALM-IDP,"REALM-IDP: A Residue-level ESM Aggregation Language Model for Intrinsically Disordered Proteins. Predicts protein aggregation propensity at residue level using ESM-2 embeddings, multi-scale CNNs, and BiLSTM modeling, with aggregation-prone region (APR) detection.",REALM-IDP：本质无序蛋白质的残基级 ESM 聚合语言模型。使用 ESM-2 嵌入、多尺度 CNN 和 BiLSTM 建模以及易于聚集区域 (APR) 检测来预测残基水平的蛋白质聚集倾向。
cguyeux/deciphering-tuberculosis-with-ai,Python,0,2026-06-03 17:23:14,2026-09-20 21:43:13,https://github.com/cguyeux/deciphering-tuberculosis-with-ai,,
KristinaGagalova/KristinaGagalova,,0,2025-04-07 16:00:41,2026-09-20 18:53:32,https://github.com/KristinaGagalova/KristinaGagalova,,
AIML-SIG/awesome-ai-ml-pharmacometrics,Jupyter Notebook,10,2026-01-10 16:48:10,2026-09-20 18:02:23,https://github.com/AIML-SIG/awesome-ai-ml-pharmacometrics,,
sduhoulab/EFR-pathogenic,Python,0,2026-01-12 09:51:47,2026-09-20 17:40:58,https://github.com/sduhoulab/EFR-pathogenic,,
enhansome/enhansome-structural-bioinformatics,,0,2026-08-12 18:01:52,2026-09-20 17:13:34,https://github.com/enhansome/enhansome-structural-bioinformatics,,
guozhihuan01-hash/embodied-nav-papers,Python,2,2025-12-21 17:34:45,2026-09-20 17:08:40,https://github.com/guozhihuan01-hash/embodied-nav-papers,Auto-updated list of embodied navigation papers from arXiv (2024–Now),自动更新的 arXiv 体现导航论文列表（2024 年至今）
Sean-XinLi/ESM-MPPNet,Python,0,2026-09-03 12:00:20,2026-09-20 17:00:23,https://github.com/Sean-XinLi/ESM-MPPNet,,
ai4s-research/awesome-ai-for-science,,1983,2025-10-04 17:32:39,2026-09-20 16:59:27,https://github.com/ai4s-research/awesome-ai-for-science,"A curated list of awesome AI tools, libraries, papers, datasets, and frameworks that accelerate scientific discovery — from physics and chemistry to biology, materials, and beyond.",精选的人工智能工具、库、论文、数据集和框架列表，可加速科学发现——从物理和化学到生物学、材料等。
yanghlll/ArxivDaily-Haolin,Python,4,2025-09-29 20:02:50,2026-09-20 15:30:18,https://github.com/yanghlll/ArxivDaily-Haolin,,
Defei-Wang/sys-ontology,,0,2026-09-20 00:43:26,2026-09-20 13:54:20,https://github.com/Defei-Wang/sys-ontology,,
pstAmbition/DailyArXiv_Multimodal,Python,19,2025-05-15 12:54:26,2026-09-20 13:52:20,https://github.com/pstAmbition/DailyArXiv_Multimodal,Daily ArXiv Papers.,每日 ArXiv 论文。
exopoiesis/arxiv-radar-electrochemistry,Python,1,2026-05-07 01:46:31,2026-09-20 13:50:45,https://github.com/exopoiesis/arxiv-radar-electrochemistry,"Daily-curated electrochemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views. ",来自 arXiv 的每日精选电化学相关论文，包含摘要、规范标签和生成的页面视图。
CultureBotAI/proteintraitsmech,Python,1,2026-07-01 21:06:36,2026-09-21 07:44:03,https://github.com/CultureBotAI/proteintraitsmech,ProteinTraits,蛋白质性状
enhansome/enhansome-ai-for-science,,0,2026-08-12 14:18:48,2026-09-20 12:43:33,https://github.com/enhansome/enhansome-ai-for-science,,
Jianqiuer/Awesome6DPoseEstimation,Python,321,2023-02-21 16:18:39,2026-09-20 11:57:13,https://github.com/Jianqiuer/Awesome6DPoseEstimation,,
iszhanjiawei/dubbing-dubber-arxiv-daily,Python,0,2026-02-04 18:29:41,2026-09-20 11:53:05,https://github.com/iszhanjiawei/dubbing-dubber-arxiv-daily,,
exopoiesis/arxiv-radar-chemistry,Python,1,2026-05-03 22:55:49,2026-09-20 11:50:30,https://github.com/exopoiesis/arxiv-radar-chemistry,"Daily-curated chemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选化学相关论文，包含摘要、规范标签和生成的页面视图。
ttylerzh/robotics_paper_daily,Python,3,2026-06-11 15:25:59,2026-09-20 11:49:30,https://github.com/ttylerzh/robotics_paper_daily,"Customized version of ""cold-young/robotics_paper_daily""",《cold-young/robotics_paper_daily》定制版
iszhanjiawei/TTS_arxiv_daily,Python,3,2025-07-29 11:13:56,2026-09-20 11:32:36,https://github.com/iszhanjiawei/TTS_arxiv_daily,,
dwwwwwww7/my-3dgs,Python,4,2025-08-20 20:54:02,2026-09-20 11:21:09,https://github.com/dwwwwwww7/my-3dgs,本项目基于https://github.com/longxiang-ai/awesome-gaussians 修改，丰富了论文信息，增加摘要翻译和邮件发送功能，用于检索3DGS压缩最新论文。,[translate failed]
priyadarshhhh/sequensolutions_vitiligo,,0,2026-09-20 11:09:55,2026-09-20 11:16:54,https://github.com/priyadarshhhh/sequensolutions_vitiligo,,
AI-in-Transportation-Lab/awesome-mechanistic-interpretability,JavaScript,155,2025-06-12 01:06:59,2026-09-20 10:57:40,https://github.com/AI-in-Transportation-Lab/awesome-mechanistic-interpretability,"A carefully curated collection of high-quality libraries, projects, tutorials, research papers, and other essential resources focused on Mechanistic Interpretability, a growing subfield in machine learning interpretability research that aims to reverse-engineer neural networks into understandable computational components.",精心策划的高质量库、项目、教程、研究论文和其他重要资源的集合，重点关注机械可解释性，这是机器学习可解释性研究中不断发展的子领域，旨在将神经网络逆向工程为可理解的计算组件。
exopoiesis/arxiv-radar-polymer,Python,0,2026-05-04 03:29:07,2026-09-20 10:39:20,https://github.com/exopoiesis/arxiv-radar-polymer,"Daily-curated polymer-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选聚合物相关论文，包含摘要、规范标签和生成的页面视图。
iszhanjiawei/flow_matching_arxiv_daily,Python,106,2025-07-08 18:20:28,2026-09-20 10:32:11,https://github.com/iszhanjiawei/flow_matching_arxiv_daily,,
dvlan26/daily-arxiv-ai4sensor,Python,2,2026-02-01 09:49:39,2026-09-20 10:03:16,https://github.com/dvlan26/daily-arxiv-ai4sensor,🎓Automatically Update AI4Sensor Papers Daily using Github Actions,🎓使用 Github Actions 每天自动更新 AI4Sensor 论文
ZhuYingJessica/cv-daily,Python,47,2024-05-22 10:52:59,2026-09-20 09:49:32,https://github.com/ZhuYingJessica/cv-daily,This is an Arxiv paper collection,这是 Arxiv 论文集
doublepoints/cv-arxiv-daily,Python,0,2023-05-11 08:04:21,2026-09-20 08:30:24,https://github.com/doublepoints/cv-arxiv-daily,🎓Automatically Update CV Papers Daily using Github Actions (Update Every 12th hours),🎓使用 Github Actions 每天自动更新简历论文（每 12 小时更新一次）
DerekDLP/arxivpaper-daily,Python,0,2025-09-24 12:29:20,2026-09-20 08:03:28,https://github.com/DerekDLP/arxivpaper-daily,,
fwangj/IDPOmega,Python,0,2026-09-08 05:34:12,2026-09-20 05:09:37,https://github.com/fwangj/IDPOmega,,
honeyvig/daily-arxiv-ai4polymer,Python,0,2026-09-19 23:23:11,2026-09-19 23:23:20,https://github.com/honeyvig/daily-arxiv-ai4polymer,,
honeyvig/daily-arxiv-ai4physics,Python,0,2026-09-19 23:22:46,2026-09-19 23:23:10,https://github.com/honeyvig/daily-arxiv-ai4physics,,
honeyvig/daily-arxiv-ai4geo,Python,0,2026-09-19 23:22:12,2026-09-19 23:22:26,https://github.com/honeyvig/daily-arxiv-ai4geo,,
honeyvig/daily-arxiv-ai4economy,Python,0,2026-09-19 23:22:00,2026-09-19 23:22:11,https://github.com/honeyvig/daily-arxiv-ai4economy,,
honeyvig/daily-arxiv-ai4chem,Python,0,2026-09-19 23:21:32,2026-09-19 23:21:45,https://github.com/honeyvig/daily-arxiv-ai4chem,,
honeyvig/daily-arxiv-ai4bio,Python,0,2026-09-19 23:21:21,2026-09-19 23:21:31,https://github.com/honeyvig/daily-arxiv-ai4bio,,
u107207006/ID-Lottery-Global-Manifesto,HTML,0,2026-02-22 00:11:26,2026-09-19 22:40:32,https://github.com/u107207006/ID-Lottery-Global-Manifesto,2026 Global Governance Diagnosis & Social Detox Project by Hsu Tsuan-Jung.,2026 年全球治理诊断与社会排毒项目，作者：Hsu Tsuan-Jung。
kaizhangnju/desolvation-CG-model,Jupyter Notebook,1,2025-12-04 21:52:48,2026-09-19 17:54:44,https://github.com/kaizhangnju/desolvation-CG-model,,
Menrae/ppi-interface-transfer,Python,0,2026-09-16 12:25:19,2026-09-19 08:25:53,https://github.com/Menrae/ppi-interface-transfer,"Benchmarking how well PeSTo (Protein Structure Transformer) predicts protein-protein interaction interfaces on AlphaFold-predicted versus experimental Protein Data Bank structures, with error analysis stratified by predicted Local Distance Difference Test (pLDDT) scores and a confidence-aware fine-tuning approach.",对 PeSTo（蛋白质结构转换器）在 AlphaFold 预测与实验蛋白质数据库结构上预测蛋白质-蛋白质相互作用界面的效果进行基准测试，通过预测的局部距离差异测试 (pLDDT) 分数和置信感知微调方法进行分层误差分析。
smaniches/alphafold-sovereign-mcp,Python,4,2025-12-26 05:40:37,2026-09-19 08:20:37,https://github.com/smaniches/alphafold-sovereign-mcp,"BioMed MCP over AlphaFold DB + 8 public sources, with SQLite knowledge graph, offline mode, and explicit clinical-use limits.",BioMed MCP 基于 AlphaFold DB + 8 个公共来源，具有 SQLite 知识图、离线模式和明确的临床使用限制。
BoHuangLab/CELL-FM,Jupyter Notebook,0,2026-05-07 09:52:20,2026-09-19 06:50:49,https://github.com/BoHuangLab/CELL-FM,,
hbzy-amyl/AMHotSpot,,0,2026-04-30 03:46:33,2026-09-19 04:19:56,https://github.com/hbzy-amyl/AMHotSpot,Multi-source per-residue amyloid hotspot prediction,多源每个残基淀粉样蛋白热点预测
spacenship/newDailyArxiv,Python,0,2026-05-08 13:17:08,2026-09-19 03:07:36,https://github.com/spacenship/newDailyArxiv,daily paper from Arxiv,来自 Arxiv 的日报
erroshakan1/hdock-toolkit,Python,0,2026-09-19 01:09:16,2026-09-19 01:19:41,https://github.com/erroshakan1/hdock-toolkit,Run HDOCKlite and read its output honestly,运行 HDOCKlite 并诚实地读取其输出
cheungngo/047Bv7-pruning-OCD-TWAS,Jupyter Notebook,0,2026-09-19 01:13:16,2026-09-19 01:15:18,https://github.com/cheungngo/047Bv7-pruning-OCD-TWAS,,
amgualdron/idps-machine-learning,Jupyter Notebook,1,2026-05-17 02:47:03,2026-09-18 20:54:14,https://github.com/amgualdron/idps-machine-learning,"Neural network to predict Rg distribution of Intrinsically disordered proteins, trained against Molercular Dynamics data (coarse grained model)",用于预测本质无序蛋白质 Rg 分布的神经网络，针对分子动力学数据（粗粒度模型）进行训练
joheras/Lecturas,Jupyter Notebook,20,2019-09-02 22:15:58,2026-09-18 20:11:24,https://github.com/joheras/Lecturas,,
Kai-Zhu-2001/AR-NTD_MD,Shell,3,2024-11-09 09:29:20,2026-09-18 18:26:52,https://github.com/Kai-Zhu-2001/AR-NTD_MD,,
RahulRoktim/fusion-partner-pocket-interference,Python,0,2026-09-16 06:50:09,2026-09-18 18:09:52,https://github.com/RahulRoktim/fusion-partner-pocket-interference,Reproducibility package for a target-disjoint analysis of fusion-partner interference in ligand-binding-site prediction.,用于配体结合位点预测中融合伴侣干扰的目标不相交分析的再现性包。
