fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
venkatsubash2003/Jobs4Me_Live,Python,0,2026-06-20 10:50:00,2026-08-31 07:51:35,https://github.com/venkatsubash2003/Jobs4Me_Live,,
wuhjie/ai_scientist,Python,0,2026-05-12 03:21:08,2026-08-31 07:15:43,https://github.com/wuhjie/ai_scientist,,
PatWalters/expansion-ml-comparison,Python,1,2026-08-23 23:18:39,2026-08-31 07:15:11,https://github.com/PatWalters/expansion-ml-comparison,"Five ML methods compared on nine ADME endpoints from the OpenADMET-ExpansionRx challenge, over 5x5 cross validation",通过 5x5 交叉验证，在 OpenADMET-ExpansionRx 挑战赛的九个 ADME 端点上比较五种 ML 方法
JosephWoodall/uchi-experiments,Python,0,2026-07-15 20:37:36,2026-08-31 07:12:38,https://github.com/JosephWoodall/uchi-experiments,"Experiments for the uchi repository, held in isolation.",uchi 存储库的实验，单独进行。
enhansome/enhansome-neural-trees,,0,2026-08-12 17:56:34,2026-08-31 06:05:08,https://github.com/enhansome/enhansome-neural-trees,,
getwilds/wilds-docker-library,Dockerfile,7,2024-02-09 09:35:34,2026-08-31 05:05:16,https://github.com/getwilds/wilds-docker-library,Collection of Docker images for use in WILDS bioinformatics workflows,用于 WILDS 生物信息学工作流程的 Docker 映像集合
NY1024/AgentSafety-Papers,Python,6,2026-07-02 18:29:32,2026-08-31 04:24:52,https://github.com/NY1024/AgentSafety-Papers,Daily Tracking of LLM Agent Security Papers on arXiv,arXiv 上 LLM 代理安全论文的每日跟踪
Devanik21/Devanik21,Python,10,2024-03-16 15:07:09,2026-08-31 04:13:28,https://github.com/Devanik21/Devanik21,"Transforming data into intelligence, algorithms into consciousness  This README is a living document. Like biological organisms, it evolves, adapts, and grows with each iteration.",将数据转化为智能，将算法转化为意识 本自述文件是一份动态文档。就像生物有机体一样，它随着每次迭代而进化、适应和成长。
kaikatsumata/awesome-ai-survey-papers,Python,1,2026-06-05 20:44:14,2026-08-31 04:08:53,https://github.com/kaikatsumata/awesome-ai-survey-papers,Awesome curated list of AI survey papers across top venues — 955 verified surveys with citations & companion repos,顶级场所的人工智能调查论文精选列表 - 955 份经过验证的调查，附有引文和配套存储库
YouMind-OpenLab/awesome-nano-banana-pro-prompts,TypeScript,13311,2025-11-23 15:17:48,2026-08-31 04:04:00,https://github.com/YouMind-OpenLab/awesome-nano-banana-pro-prompts,"🍌 World's largest Nano Banana Pro prompt library — 10,000+ curated prompts with preview images, 16 languages. Google Gemini AI image generation. Free & open source.","🍌 世界上最大的 Nano Banana Pro 提示库 — 10,000 多个带有预览图像的精选提示，16 种语言。谷歌 Gemini AI 图像生成。免费且开源。"
enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,0,2026-08-12 15:01:45,2026-08-31 03:50:35,https://github.com/enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,
enhansome/enhansome-conformal-prediction,,0,2026-08-12 14:47:49,2026-08-31 03:49:53,https://github.com/enhansome/enhansome-conformal-prediction,,
ericrenone/HARMONIC-Hierarchical-Adaptive-Reorganization-through-Molecular-scale-Optimization-of-Nucleotide-In,,1,2026-08-31 01:15:08,2026-08-31 03:49:20,https://github.com/ericrenone/HARMONIC-Hierarchical-Adaptive-Reorganization-through-Molecular-scale-Optimization-of-Nucleotide-In,A Unified Framework Spanning Molecular Quantum Coherence to Consciousness Through Information-Geometric Reorganization,通过信息几何重组跨越分子量子相干到意识的统一框架
tobias-weiss-ai-xr/software-development-research,TeX,0,2026-08-20 05:10:22,2026-08-31 03:32:23,https://github.com/tobias-weiss-ai-xr/software-development-research,,
enhansome/enhansome-deep-phenomena,,0,2026-08-12 16:08:00,2026-08-31 03:26:18,https://github.com/enhansome/enhansome-deep-phenomena,,
xllm-io/daily-papers,Python,0,2026-06-13 17:44:20,2026-08-31 03:24:55,https://github.com/xllm-io/daily-papers,,
tangwen-qian/DailyArXiv,Python,60,2024-04-08 18:54:08,2026-08-31 03:24:20,https://github.com/tangwen-qian/DailyArXiv,,
jyyang621/DailyArXiv,Python,12,2025-01-21 16:27:27,2026-08-31 03:23:55,https://github.com/jyyang621/DailyArXiv,Thanks to https://github.com/zezhishao/DailyArXiv.git,感谢 https://github.com/zezhishao/DailyArXiv.git
zezhishao/DailyArXiv,Python,448,2024-03-15 22:45:16,2026-08-31 03:23:54,https://github.com/zezhishao/DailyArXiv,Daily ArXiv Papers.,每日 ArXiv 论文。
NeoFii/DailyArXiv,Python,1,2026-01-20 12:26:21,2026-08-31 03:22:22,https://github.com/NeoFii/DailyArXiv,,
zeaoji/MyDailyArXiv,Python,2,2026-03-23 09:55:39,2026-08-31 03:22:12,https://github.com/zeaoji/MyDailyArXiv,,
zachysun/DailyArXiv,Python,7,2024-05-26 21:37:57,2026-08-31 03:16:50,https://github.com/zachysun/DailyArXiv,Get arXiv papers everyday (Add Cool Paper for AI summary),每天获取 arXiv 论文（为 AI 摘要添加 Cool Paper）
srayanta24/CoFolding_SM,Jupyter Notebook,0,2026-08-16 02:04:30,2026-08-31 03:08:17,https://github.com/srayanta24/CoFolding_SM,,
enhansome/enhansome-Awesome-Diffusion-Models,,0,2026-08-12 12:46:41,2026-08-31 02:48:04,https://github.com/enhansome/enhansome-Awesome-Diffusion-Models,,
tobias-weiss-ai-xr/quantum-computing-research,Python,0,2026-08-20 13:29:21,2026-08-31 02:15:46,https://github.com/tobias-weiss-ai-xr/quantum-computing-research,,
enhansome/enhansome-top-pharma50,,0,2026-08-12 18:06:36,2026-08-31 02:08:15,https://github.com/enhansome/enhansome-top-pharma50,,
enhansome/enhansome-Awesome-Diffusion-Models-in-Medical-Imaging,,0,2026-08-12 14:06:18,2026-08-31 02:04:00,https://github.com/enhansome/enhansome-Awesome-Diffusion-Models-in-Medical-Imaging,,
benjaminzwhite/reasoning-models,,30,2024-12-24 06:24:53,2026-08-31 02:03:53,https://github.com/benjaminzwhite/reasoning-models,"Experiments with reasoning models, training techniques, papers",推理模型、训练技术、论文的实验
vivekmlresearch/AI-Models,Jupyter Notebook,0,2026-08-31 01:43:46,2026-08-31 01:49:20,https://github.com/vivekmlresearch/AI-Models,"From Theoretical Concepts to Foundational Models – AI Products, Training, Fine-Tuning, Research Papers, Experiments, MLOps, and Applications",从理论概念到基础模型 - AI 产品、培训、微调、研究论文、实验、MLOps 和应用
Davimity/WISDOM,Python,0,2026-07-16 06:47:14,2026-08-31 01:29:00,https://github.com/Davimity/WISDOM,"Weakly supervised, graph-Informed Surface-field Discovery and Organization of Molecular phenomena",弱监督、图形信息的表面场发现和分子现象的组织
bradleylab/ml-containers,Dockerfile,1,2026-04-04 10:30:18,2026-08-31 07:55:06,https://github.com/bradleylab/ml-containers,Custom ML Docker images for bradleylab research compute,用于 Bradleylab 研究计算的自定义 ML Docker 映像
dibalokechanda/PFMs,JavaScript,0,2026-08-08 18:49:49,2026-08-31 01:20:45,https://github.com/dibalokechanda/PFMs,"A curated catalog of pathology foundation models for computational pathology; tile & slide vision encoders, vision-language, multimodal & generative models, with papers, code & benchmarks.",计算病理学病理学基础模型的精选目录；平铺和滑动视觉编码器、视觉语言、多模式和生成模型，以及论文、代码和基准。
MaybeBio/pyPaperFlow,Python,8,2026-01-12 23:52:18,2026-08-31 01:12:13,https://github.com/MaybeBio/pyPaperFlow,"An automated literature processing platform for scientific researchers, focusing on Biomedical and Computer fields",面向科研人员的自动化文献处理平台，专注于生物医学和计算机领域
vivarium-collective/v2ecoli,HTML,1,2026-04-05 07:11:52,2026-08-31 00:47:08,https://github.com/vivarium-collective/v2ecoli,Whole-cell E. coli model in Vivarium 2,Vivarium 2 中的全细胞大肠杆菌模型
Open-Athena/MarinFold,Jupyter Notebook,19,2026-05-12 02:42:49,2026-08-31 00:17:48,https://github.com/Open-Athena/MarinFold,Protein structure via next token prediction,通过下一个标记预测的蛋白质结构
yqhuang722/DailyArxiv,Python,8,2025-01-23 11:16:18,2026-08-31 00:14:28,https://github.com/yqhuang722/DailyArxiv,"A bot that automatically fetches the latest articles from Arxiv, helping users stay updated with new research papers based on customizable keywords or categories. Ideal for researchers and academics tracking cutting-edge developments.",一个自动从 Arxiv 获取最新文章的机器人，帮助用户根据可自定义的关键字或类别随时了解新的研究论文。非常适合跟踪前沿发展的研究人员和学者。
Tommaso-R-Marena/AutoEvolve-ProteinFold,Python,0,2026-03-01 16:01:46,2026-08-31 00:14:22,https://github.com/Tommaso-R-Marena/AutoEvolve-ProteinFold,"Self-improving protein folding model with automated training, evolutionary architecture search, and continuous weight optimization via GitHub Actions and Colab integration",通过 GitHub Actions 和 Colab 集成，通过自动化训练、进化架构搜索和持续权重优化来自我改进蛋白质折叠模型
Lalith2007/Co-folding-flow-matching-with-physics-driven-RL-for-SBDD,Python,0,2026-05-23 20:13:43,2026-08-30 23:58:42,https://github.com/Lalith2007/Co-folding-flow-matching-with-physics-driven-RL-for-SBDD,,
enhansome/enhansome-Awesome-FL,,0,2026-08-12 14:10:23,2026-08-30 23:21:18,https://github.com/enhansome/enhansome-Awesome-FL,,
OmicsML/awesome-foundation-model-single-cell-papers,,560,2023-06-19 13:24:53,2026-08-30 22:06:58,https://github.com/OmicsML/awesome-foundation-model-single-cell-papers,,
cuihuan/awesome-ai-gateway,HTML,97,2026-06-11 20:44:01,2026-08-30 21:52:32,https://github.com/cuihuan/awesome-ai-gateway,"⚡ Awesome AI Gateway — pick an AI gateway from 160+ (LiteLLM, OpenRouter, Portkey, Kong, Higress, new-api, Bifrost) by cost, security & compliance, see what consolidated in 2026, learn how they actually work from an 8-chapter handbook, and verify every number yourself. Reproducible benchmarks, bilingual, updated daily.",⚡ 很棒的 AI 网关 - 根据成本、安全性和合规性从 160 多个（LiteLLM、OpenRouter、Portkey、Kong、Higress、new-api、Bifrost）中选择一个 AI 网关，查看 2026 年合并的内容，从 8 章手册中了解它们的实际工作原理，并亲自验证每个数字。可重复的基准，双语，每日更新。
GuangtaoLyu/awesome-hallucination-atlas,Python,2,2026-07-29 11:50:39,2026-08-30 21:30:51,https://github.com/GuangtaoLyu/awesome-hallucination-atlas,"A curated atlas of hallucination research across LLM/VLM/MLLM — papers, benchmarks & surveys on embodied AI, agents, RAG, reasoning, and training-free methods.",跨 LLM/VLM/MLLM 的幻觉研究精选图集——关于具体人工智能、代理、RAG、推理和免训练方法的论文、基准和调查。
liu-yi-xuan/arxiv-agent-science-of-science,Python,2,2026-03-22 04:16:41,2026-08-30 21:27:20,https://github.com/liu-yi-xuan/arxiv-agent-science-of-science,This repo is of weekly updates of Arxiv papers that involves intersections of Agent and Science of Science,该存储库每周更新 Arxiv 论文，涉及 Agent 和 Science of Science 的交叉点
sokrypton/py2Dmol,Jupyter Notebook,100,2025-10-29 06:13:02,2026-08-30 21:06:02,https://github.com/sokrypton/py2Dmol,,
AspirinCode/awesome-AI4MolConformation-MD,,307,2024-04-10 13:19:13,2026-08-30 20:57:15,https://github.com/AspirinCode/awesome-AI4MolConformation-MD,"List of molecules (small molecules, RNA, peptide, protein, enzymes, antibody,  and PPIs)  conformations and molecular dynamics (force fields) using generative artificial intelligence and deep learning",使用生成人工智能和深度学习的分子（小分子、RNA、肽、蛋白质、酶、抗体和 PPI）构象和分子动力学（力场）列表
enhansome/enhansome-computational-biology,,0,2026-08-12 17:15:25,2026-08-30 20:53:32,https://github.com/enhansome/enhansome-computational-biology,,
raahuldatta/DNA-Sequencing-using-Machine-Learning-and-Deep-Learning-Algorithms,Python,1,2026-08-30 20:29:40,2026-08-30 20:30:01,https://github.com/raahuldatta/DNA-Sequencing-using-Machine-Learning-and-Deep-Learning-Algorithms,"DNA Sequence Classification using Machine Learning and Deep Learning Algorithms across Human, Chimpanzee, and Dog genomes.",使用机器学习和深度学习算法对人类、黑猩猩和狗基因组进行 DNA 序列分类。
enhansome/enhansome-jax,,0,2026-08-12 14:05:30,2026-08-30 19:53:57,https://github.com/enhansome/enhansome-jax,,
Agrolinking-Solutions/Agrolinking-Intelligence,Python,0,2026-05-21 15:04:53,2026-08-30 19:10:35,https://github.com/Agrolinking-Solutions/Agrolinking-Intelligence,,
wangqiannudt/nerf-arxiv-daily,Python,211,2023-09-07 08:53:41,2026-08-30 19:03:47,https://github.com/wangqiannudt/nerf-arxiv-daily,daily update NeRF releated paper on arxiv,arxiv 上每日更新 NeRF 相关论文
mvanhorn/printing-press-library,Go,1972,2026-03-28 08:11:49,2026-08-30 18:30:40,https://github.com/mvanhorn/printing-press-library,"Official library of CLIs generated by the CLI Printing Press. Endorsed, tested, and community-contributed.",由 CLI Printing Press 生成的 CLI 官方库。经过认可、测试并由社区贡献。
ericrenone/CIPHER-Against-the-Contemporary-Molecular-Recognition-Frontier-A-Rigorous-Technical-Exposition,,1,2026-08-30 18:22:01,2026-08-30 18:22:11,https://github.com/ericrenone/CIPHER-Against-the-Contemporary-Molecular-Recognition-Frontier-A-Rigorous-Technical-Exposition,CIPHER Against the Contemporary Molecular Recognition Frontier: A Rigorous Technical Exposition,CIPHER 对抗当代分子识别前沿：严谨的技术阐述
ericrenone/CIPHER-Critical-Information-Partition-Hierarchy-in-Emergent-Receptors,,1,2026-08-30 18:04:31,2026-08-30 18:11:18,https://github.com/ericrenone/CIPHER-Critical-Information-Partition-Hierarchy-in-Emergent-Receptors,"A Next-Generation Ligand Discovery Platform Integrating Topological Information Theory, Spectral Geometry, and Machine Learning",集成拓扑信息论、谱几何和机器学习的下一代配体发现平台
enhansome/enhansome-structural-bioinformatics,,0,2026-08-12 18:01:52,2026-08-30 17:53:36,https://github.com/enhansome/enhansome-structural-bioinformatics,,
Devanik21/Artificial-Intelligence-ecosystem,Python,3,2026-02-11 11:56:48,2026-08-30 17:49:07,https://github.com/Devanik21/Artificial-Intelligence-ecosystem,"Structured ecosystem of 190+ AI systems spanning foundation models, agentic reasoning, reinforcement learning, generative architectures, scientific ML, and self-evolving neural systems. A research-driven lab exploring scalable intelligence.",由 190 多个人工智能系统组成的结构化生态系统，涵盖基础模型、代理推理、强化学习、生成架构、科学机器学习和自我进化神经系统。一个研究驱动的实验室，探索可扩展的智能。
guozhihuan01-hash/embodied-nav-papers,Python,2,2025-12-21 17:34:45,2026-08-30 17:48:37,https://github.com/guozhihuan01-hash/embodied-nav-papers,Auto-updated list of embodied navigation papers from arXiv (2024–Now),自动更新的 arXiv 体现导航论文列表（2024 年至今）
donutloop/donutloop-genesis,,3,2026-07-26 16:32:15,2026-08-30 17:36:33,https://github.com/donutloop/donutloop-genesis,"Donutloop Genesis - The Genesis Mission: Architecture, Strategic Initiatives, and the Multi-Institutional Ecosystem for AI and Quantum-Driven Scientific Discovery",Donutloop Genesis - Genesis 使命：人工智能和量子驱动科学发现的架构、战略计划和多机构生态系统
adammatthewsteinberger/vibey-skills,Python,1,2026-08-11 08:14:07,2026-08-30 17:30:45,https://github.com/adammatthewsteinberger/vibey-skills,Agent Skills for vibe engineering — 644 evidence-grounded practitioner references as a Claude Code plugin marketplace,氛围工程的代理技能 — 作为 Claude Code 插件市场的 644 个基于证据的从业者参考
ruihan-dong/Awesome-AMP-Design,,37,2025-01-27 13:26:39,2026-08-30 17:23:40,https://github.com/ruihan-dong/Awesome-AMP-Design,Designing antimicrobial peptides (AMPs) is awesome.,设计抗菌肽 (AMP) 非常棒。
Thomasbush9/bindocracy,Python,0,2026-08-27 22:57:24,2026-08-30 17:20:03,https://github.com/Thomasbush9/bindocracy,,
enhansome/enhansome-agentic-world-modeling,,0,2026-08-12 16:28:49,2026-08-30 17:18:33,https://github.com/enhansome/enhansome-agentic-world-modeling,,
yenanjing/awesome-ai-for-science,Python,7,2026-03-30 15:03:07,2026-08-30 17:13:17,https://github.com/yenanjing/awesome-ai-for-science,"A curated list of awesome projects using AI to automate scientific research — AI Scientist, autonomous research agents, paper writing, hypothesis generation, and more.",使用人工智能实现科学研究自动化的精彩项目的精选列表——人工智能科学家、自主研究代理、论文写作、假设生成等等。
Tavish9/awesome-daily-AI-arxiv,Python,113,2025-03-26 21:26:14,2026-08-30 16:09:04,https://github.com/Tavish9/awesome-daily-AI-arxiv,🚀 Daily AI Research Digest: Tracking breakthroughs in AI/NLP/CV/Robotics with dynamic updates and paper navigation.,🚀 每日人工智能研究文摘：通过动态更新和论文导航跟踪人工智能/NLP/CV/机器人领域的突破。
Cosmos-Logic-Institute-CLI/Infinite-Virtual,,2,2026-01-27 05:50:34,2026-08-30 15:33:34,https://github.com/Cosmos-Logic-Institute-CLI/Infinite-Virtual,Boundaries between virtual and reality are non-existent,虚拟与现实之间不存在界限
enhansome/enhansome-single-cell,,0,2026-08-12 13:24:16,2026-08-30 15:32:44,https://github.com/enhansome/enhansome-single-cell,,
AspirinCode/papers-for-molecular-design-using-DL,,951,2023-02-28 15:08:10,2026-08-30 15:02:10,https://github.com/AspirinCode/papers-for-molecular-design-using-DL,List of Molecular and Material design using Generative AI and Deep Learning ,使用生成式人工智能和深度学习的分子和材料设计列表
pstAmbition/DailyArXiv_Multimodal,Python,19,2025-05-15 12:54:26,2026-08-30 14:20:16,https://github.com/pstAmbition/DailyArXiv_Multimodal,Daily ArXiv Papers.,每日 ArXiv 论文。
exopoiesis/arxiv-radar-electrochemistry,Python,1,2026-05-07 01:46:31,2026-08-30 14:19:46,https://github.com/exopoiesis/arxiv-radar-electrochemistry,"Daily-curated electrochemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views. ",来自 arXiv 的每日精选电化学相关论文，包含摘要、规范标签和生成的页面视图。
monzia-moodie-repo-projects/genomic-variant-classifier,Python,1,2026-02-06 16:46:37,2026-08-30 14:12:09,https://github.com/monzia-moodie-repo-projects/genomic-variant-classifier,An ensemble machine learning system for genomic pathogenic variant classification.,用于基因组致病变异分类的集成机器学习系统。
JeremyChou28/Daily-Arxiv-Tools,Python,7,2025-04-09 12:22:06,2026-08-30 14:12:04,https://github.com/JeremyChou28/Daily-Arxiv-Tools,"This repository implements an automated crawling tool for topics about ""data mining"" papers from the arXiv preprint website.",该存储库实现了一个自动抓取工具，用于抓取 arXiv 预印本网站上有关“数据挖掘”论文的主题。
