fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
adammatthewsteinberger/vibey-skills,Python,1,2026-08-11 08:14:07,2026-08-28 10:49:14,https://github.com/adammatthewsteinberger/vibey-skills,Agent Skills for vibe engineering — 644 evidence-grounded practitioner references as a Claude Code plugin marketplace,氛围工程的代理技能 — 作为 Claude Code 插件市场的 644 个基于证据的从业者参考
monzia-moodie-repo-projects/genomic-variant-classifier,Python,1,2026-02-06 16:46:37,2026-08-28 10:47:05,https://github.com/monzia-moodie-repo-projects/genomic-variant-classifier,An ensemble machine learning system for genomic pathogenic variant classification.,用于基因组致病变异分类的集成机器学习系统。
LeBonhommePharma/FlexAIDdS,C++,11,2025-08-25 14:12:44,2026-08-28 10:41:34,https://github.com/LeBonhommePharma/FlexAIDdS,"Modernized Flexible Artificial Intelligence Docking (FlexAID) fully flexible, in C++26 with python bindings. Updated NRGsuite, the PyMOL plugin GUI. Fast, Flexible and Free... and it ain't GROMACS 😹😻✨",现代化灵活人工智能对接 (FlexAID) 完全灵活，采用 C++26 语言，带有 python 绑定。更新了 NRGsuite，PyMOL 插件 GUI。快速、灵活且免费...而且它不是 GROMACS 😹😻✨
YouMind-OpenLab/awesome-nano-banana-pro-prompts,TypeScript,13294,2025-11-23 15:17:48,2026-08-28 10:34:45,https://github.com/YouMind-OpenLab/awesome-nano-banana-pro-prompts,"🍌 World's largest Nano Banana Pro prompt library — 10,000+ curated prompts with preview images, 16 languages. Google Gemini AI image generation. Free & open source.","🍌 世界上最大的 Nano Banana Pro 提示库 — 10,000 多个带有预览图像的精选提示，16 种语言。谷歌 Gemini AI 图像生成。免费且开源。"
srayanta24/CoFolding_SM,Jupyter Notebook,0,2026-08-16 02:04:30,2026-08-28 10:32:59,https://github.com/srayanta24/CoFolding_SM,,
agagss/cyp450_isoforms_predict,Jupyter Notebook,0,2026-07-04 10:46:23,2026-08-28 10:15:32,https://github.com/agagss/cyp450_isoforms_predict,A cyp450 isoforms predictor,cyp450 同工型预测因子
tornado2047/CDRscope,Python,0,2026-08-12 12:25:43,2026-08-28 09:56:49,https://github.com/tornado2047/CDRscope,,
Devanik21/Devanik21,Python,10,2024-03-16 15:07:09,2026-08-28 09:51:55,https://github.com/Devanik21/Devanik21,"Transforming data into intelligence, algorithms into consciousness  This README is a living document. Like biological organisms, it evolves, adapts, and grows with each iteration.",将数据转化为智能，将算法转化为意识 本自述文件是一份动态文档。就像生物有机体一样，它随着每次迭代而进化、适应和成长。
sokrypton/py2Dmol,Jupyter Notebook,100,2025-10-29 06:13:02,2026-08-28 09:47:28,https://github.com/sokrypton/py2Dmol,,
vivarium-collective/v2ecoli,HTML,0,2026-04-05 07:11:52,2026-08-28 10:50:55,https://github.com/vivarium-collective/v2ecoli,Whole-cell E. coli model in Vivarium 2,Vivarium 2 中的全细胞大肠杆菌模型
enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,0,2026-08-12 15:01:45,2026-08-28 09:29:52,https://github.com/enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,
enhansome/enhansome-conformal-prediction,,0,2026-08-12 14:47:49,2026-08-28 09:29:14,https://github.com/enhansome/enhansome-conformal-prediction,,
yibie/awesome-autoresearch,Python,708,2026-03-31 20:49:49,2026-08-28 09:22:41,https://github.com/yibie/awesome-autoresearch,awesome autoresearch list,很棒的自动研究清单
